x_name,x_type,y_name,y_type,relation
ergocalciferol,drug,hypoparathyroidism,disease,treats
ergosterol,drug,hypoparathyroidism,disease,treats
teriparatide,drug,hypoparathyroidism,disease,treats
palopegteriparatide,drug,hypoparathyroidism,disease,treats
doxorubicin,drug,post-transplant lymphoproliferative disorder,disease,treats
rituximab,drug,post-transplant lymphoproliferative disorder,disease,treats
(21r)-argatroban,drug,heparin-induced thrombocytopenia,disease,treats
(rs)-metoprolol,drug,supraventricular tachycardia,disease,treats
amiodarone,drug,supraventricular tachycardia,disease,treats
verapamil,drug,supraventricular tachycardia,disease,treats
atenolol,drug,supraventricular tachycardia,disease,treats
bisoprolol,drug,supraventricular tachycardia,disease,treats
sotalol,drug,supraventricular tachycardia,disease,treats
procainamide,drug,supraventricular tachycardia,disease,treats
esmolol,drug,supraventricular tachycardia,disease,treats
phenylephrine,drug,supraventricular tachycardia,disease,treats
digoxin,drug,supraventricular tachycardia,disease,treats
diltiazem,drug,supraventricular tachycardia,disease,treats
propranolol,drug,supraventricular tachycardia,disease,treats
digitoxin,drug,supraventricular tachycardia,disease,treats
(rs)-propafenone,drug,supraventricular tachycardia,disease,treats
deslanoside,drug,supraventricular tachycardia,disease,treats
doxorubicin,drug,hepatoblastoma,disease,treats
cisplatin,drug,hepatoblastoma,disease,treats
aquapheresis,drug,hypervolemia,disease,treats
ethinylestradiol/cyproterone acetate,drug,hirsutism,disease,treats
(rs)-cyclophosphamide,drug,lupus nephritis,disease,treats
tacrolimus,drug,lupus nephritis,disease,treats
rituximab,drug,lupus nephritis,disease,treats
methylprednisolone,drug,lupus nephritis,disease,treats
mycophenolic acid,drug,lupus nephritis,disease,treats
prednisone,drug,lupus nephritis,disease,treats
belimumab,drug,lupus nephritis,disease,treats
mycophenolate mofetil,drug,lupus nephritis,disease,treats
lodoxamide,drug,keratoconjunctivitis,disease,treats
valinegramicidin a,drug,keratoconjunctivitis,disease,treats
dl-ofloxacin,drug,corneal ulcer,disease,treats
sulfacetamide,drug,corneal ulcer,disease,treats
sulfisoxazole diolamine,drug,corneal ulcer,disease,treats
cortisol,drug,pruritus ani,disease,treats
betamethasone,drug,pruritus ani,disease,treats
phenylephrine,drug,pruritus ani,disease,treats
buprenorphine,drug,opioid use disorder,disease,treats
calcium acetate,drug,hyperphosphatemia,disease,treats
lanthanum carbonate,drug,hyperphosphatemia,disease,treats
sevelamer,drug,hyperphosphatemia,disease,treats
iron(iii) citrate,drug,hyperphosphatemia,disease,treats
phenoxybenzamine,drug,malignant hypertension,disease,treats
hydralazine,drug,malignant hypertension,disease,treats
diazoxide,drug,malignant hypertension,disease,treats
phentolamine,drug,malignant hypertension,disease,treats
captopril,drug,malignant hypertension,disease,treats
enalapril,drug,malignant hypertension,disease,treats
minoxidil,drug,malignant hypertension,disease,treats
labetalol,drug,malignant hypertension,disease,treats
fenoldopam,drug,malignant hypertension,disease,treats
mecamylamine,drug,malignant hypertension,disease,treats
clorsulon,drug,hypodermyasis,disease,treats
alprostadil,drug,hypoplastic left heart syndrome,disease,treats
desmopressin,drug,hyposthenuria,disease,treats
desmopressin acetate,drug,hyposthenuria,disease,treats
bimatoprost,drug,hypotrichosis,disease,treats
calcium carbonate,drug,hematochezia,disease,treats
arginine vasopressin,drug,hematochezia,disease,treats
magnesium hydroxide,drug,hematochezia,disease,treats
magaldrate,drug,hematochezia,disease,treats
aluminium carbonate,drug,hematochezia,disease,treats
calcium gluceptate,drug,hematochezia,disease,treats
dihydroxyaluminum sodium carbonate,drug,hematochezia,disease,treats
emapalumab,drug,hemophagocytic lymphohistiocytosis,disease,treats
ataluren,drug,duchenne muscular dystrophy,disease,treats
deflazacort,drug,duchenne muscular dystrophy,disease,treats
eteplirsen,drug,duchenne muscular dystrophy,disease,treats
cap-1002,drug,duchenne muscular dystrophy,disease,treats
metoclopramide,drug,postoperative nausea and vomiting,disease,treats
doxorubicin hydrochloride,drug,liver tumor,disease,treats
doxorubicin,drug,invasive ductal carcinoma,disease,treats
letrozole,drug,invasive ductal carcinoma,disease,treats
fluorouracil,drug,invasive ductal carcinoma,disease,treats
trastuzumab,drug,invasive ductal carcinoma,disease,treats
gemcitabine,drug,invasive ductal carcinoma,disease,treats
carboplatin,drug,invasive ductal carcinoma,disease,treats
exemestane,drug,invasive ductal carcinoma,disease,treats
anastrozole,drug,invasive ductal carcinoma,disease,treats
capecitabine,drug,invasive ductal carcinoma,disease,treats
paclitaxel,drug,invasive ductal carcinoma,disease,treats
epirubicin,drug,invasive ductal carcinoma,disease,treats
docetaxel trihydrate,drug,invasive ductal carcinoma,disease,treats
nivolumab,drug,merkel cell carcinoma,disease,treats
pembrolizumab,drug,merkel cell carcinoma,disease,treats
avelumab,drug,merkel cell carcinoma,disease,treats
rhesus isoimmunisation affecting management of mother,drug,rh disease,disease,treats
cyclosporine,drug,membranous glomerulonephritis,disease,treats
rituximab,drug,membranous glomerulonephritis,disease,treats
mycophenolate mofetil,drug,membranous glomerulonephritis,disease,treats
prednisolone,drug,membranous glomerulonephritis,disease,treats
bevacizumab,drug,carcinoid tumor,disease,treats
sunitinib,drug,carcinoid tumor,disease,treats
octreotide,drug,carcinoid tumor,disease,treats
everolimus,drug,carcinoid tumor,disease,treats
telotristat ethyl,drug,carcinoid tumor,disease,treats
vestronidase alfa,drug,sly syndrome,disease,treats
thalidomide,drug,myelofibrosis,disease,treats
momelotinib,drug,myelofibrosis,disease,treats
busulfan,drug,myelofibrosis,disease,treats
azacitidine,drug,myelofibrosis,disease,treats
peginterferon alfa-2a,drug,myelofibrosis,disease,treats
(rs)-lenalidomide,drug,myelofibrosis,disease,treats
pacritinib,drug,myelofibrosis,disease,treats
deferasirox,drug,myelofibrosis,disease,treats
pomalidomide,drug,myelofibrosis,disease,treats
ruxolitinib,drug,myelofibrosis,disease,treats
fedratinib,drug,myelofibrosis,disease,treats
etanercept,drug,polymyalgia rheumatica,disease,treats
methotrexate,drug,polymyalgia rheumatica,disease,treats
prednisone,drug,polymyalgia rheumatica,disease,treats
tocilizumab,drug,polymyalgia rheumatica,disease,treats
prednisolone,drug,polymyalgia rheumatica,disease,treats
droxidopa,drug,neurodegeneration,disease,treats
phototherapy for neonatal jaundice,drug,neonatal jaundice,disease,treats
interferon gamma-1b,drug,osteopetrosis,disease,treats
biotin,drug,inherited metabolic disorder,disease,treats
arterial switch,drug,transposition of great vessels,disease,treats
ganirelix,drug,ovarian hyperstimulation syndrome,disease,treats
epinephrine,drug,septic shock,disease,treats
naloxone,drug,septic shock,disease,treats
cefotaxime,drug,septic shock,disease,treats
phenylephrine,drug,septic shock,disease,treats
dexamethasone,drug,septic shock,disease,treats
sirolimus,drug,transplant rejection,disease,treats
bepafant,drug,transplant rejection,disease,treats
mdr-101,drug,transplant rejection,disease,treats
clitoral reduction,drug,clitoromegaly,disease,treats
thalidomide,drug,waldenström macroglobulinemia,disease,treats
rituximab,drug,waldenström macroglobulinemia,disease,treats
bortezomib,drug,waldenström macroglobulinemia,disease,treats
(rs)-lenalidomide,drug,waldenström macroglobulinemia,disease,treats
bendamustine,drug,waldenström macroglobulinemia,disease,treats
idelalisib,drug,waldenström macroglobulinemia,disease,treats
ibrutinib,drug,waldenström macroglobulinemia,disease,treats
ambrisentan,drug,connective tissue disease,disease,treats
etanercept,drug,connective tissue disease,disease,treats
macitentan,drug,connective tissue disease,disease,treats
bosentan hydrate,drug,connective tissue disease,disease,treats
hydroxycarbamide,drug,head and neck cancer,disease,treats
fluorouracil,drug,head and neck cancer,disease,treats
vinblastine,drug,head and neck cancer,disease,treats
pilocarpine,drug,head and neck cancer,disease,treats
cisplatin,drug,head and neck cancer,disease,treats
carboplatin,drug,head and neck cancer,disease,treats
docetaxel,drug,head and neck cancer,disease,treats
methotrexate,drug,head and neck cancer,disease,treats
avelumab,drug,head and neck cancer,disease,treats
doxorubicin hydrochloride,drug,head and neck cancer,disease,treats
management of mucositis with gm-csf (sargramostim) mouthwash study protocol,drug,head and neck cancer,disease,treats
phase ii evaluation of paclitaxel and cisplatin in combination with split course hyperfractionated radiation,drug,head and neck cancer,disease,treats
rituximab,drug,cryoglobulinemia,disease,treats
embryotomy,drug,obstructed labor,disease,treats
bevacizumab,drug,macular retinal edema,disease,treats
ranibizumab,drug,macular retinal edema,disease,treats
dexamethasone,drug,macular retinal edema,disease,treats
triamcinolone,drug,macular retinal edema,disease,treats
aflibercept,drug,macular retinal edema,disease,treats
pitavastatin,drug,lipedema,disease,treats
rosuvastatin,drug,lipedema,disease,treats
fluvastatin,drug,lipedema,disease,treats
ezetimibe,drug,lipedema,disease,treats
fenofibrate,drug,lipedema,disease,treats
atorvastatin,drug,lipedema,disease,treats
simvastatin,drug,lipedema,disease,treats
pravastatin,drug,lipedema,disease,treats
lomitapide,drug,lipedema,disease,treats
alirocumab,drug,lipedema,disease,treats
evolocumab,drug,lipedema,disease,treats
ezetimibe / simvastatin,drug,lipedema,disease,treats
amlodipine / atorvastatin,drug,lipedema,disease,treats
sulfisoxazole,drug,nocardiosis,disease,treats
sulfamethoxazole,drug,nocardiosis,disease,treats
sulfadiazine,drug,nocardiosis,disease,treats
sulfamethoxazole / trimethoprim,drug,nocardiosis,disease,treats
amitriptyline,drug,insomnia,disease,treats
zaleplon,drug,insomnia,disease,treats
olanzapine,drug,insomnia,disease,treats
diazepam,drug,insomnia,disease,treats
zolpidem,drug,insomnia,disease,treats
alprazolam,drug,insomnia,disease,treats
clonazepam,drug,insomnia,disease,treats
lorazepam,drug,insomnia,disease,treats
methyprylon,drug,insomnia,disease,treats
ethinamate,drug,insomnia,disease,treats
gabapentin,drug,insomnia,disease,treats
butabarbital,drug,insomnia,disease,treats
trazodone,drug,insomnia,disease,treats
aprobarbital,drug,insomnia,disease,treats
triazolam,drug,insomnia,disease,treats
risperidone,drug,insomnia,disease,treats
eszopiclone,drug,insomnia,disease,treats
diphenhydramine,drug,insomnia,disease,treats
glutethimide,drug,insomnia,disease,treats
secobarbital,drug,insomnia,disease,treats
temazepam,drug,insomnia,disease,treats
amobarbital,drug,insomnia,disease,treats
cidoxepin,drug,insomnia,disease,treats
ramelteon,drug,insomnia,disease,treats
flurazepam,drug,insomnia,disease,treats
mirtazapine,drug,insomnia,disease,treats
doxylamine,drug,insomnia,disease,treats
thiobutabarbital,drug,insomnia,disease,treats
estazolam,drug,insomnia,disease,treats
ethchlorvynol,drug,insomnia,disease,treats
bromodiphenhydramine,drug,insomnia,disease,treats
clonazepam,drug,restless legs syndrome,disease,treats
gabapentin,drug,restless legs syndrome,disease,treats
carbamazepin,drug,restless legs syndrome,disease,treats
(6s)-rotigotine,drug,restless legs syndrome,disease,treats
pregabalin,drug,restless legs syndrome,disease,treats
ropinirol,drug,restless legs syndrome,disease,treats
pramipexole,drug,restless legs syndrome,disease,treats
treatment for lymphoedema,drug,lymphedema,disease,treats
cromoglicic acid,drug,inflammatory bowel diseases,disease,treats
clidinium,drug,inflammatory bowel diseases,disease,treats
itraconazole,drug,onychomycosis,disease,treats
terbinafine,drug,onychomycosis,disease,treats
ciclopirox,drug,onychomycosis,disease,treats
ciclopirox olamine,drug,onychomycosis,disease,treats
palivizumab,drug,bronchopulmonary dysplasia,disease,treats
phenytoin,drug,epidermolysis bullosa,disease,treats
(2r)-daptomycin,drug,septic arthritis,disease,treats
vancomycin,drug,septic arthritis,disease,treats
adenosine,drug,wolff–parkinson–white syndrome,disease,treats
lidocaine,drug,wolff–parkinson–white syndrome,disease,treats
ketoconazole,drug,pityriasis versicolor,disease,treats
tolnaftate,drug,pityriasis versicolor,disease,treats
terbinafine,drug,pityriasis versicolor,disease,treats
(rs)-econazole,drug,pityriasis versicolor,disease,treats
selenium disulfide,drug,pityriasis versicolor,disease,treats
ciclopirox,drug,pityriasis versicolor,disease,treats
butenafine,drug,pityriasis versicolor,disease,treats
sulconazole,drug,pityriasis versicolor,disease,treats
imidurea,drug,pityriasis versicolor,disease,treats
oxiconazole,drug,pityriasis versicolor,disease,treats
flutrimazole,drug,pityriasis versicolor,disease,treats
ciclopirox olamine,drug,pityriasis versicolor,disease,treats
bumetanide,drug,liver disease,disease,treats
furosemide,drug,liver disease,disease,treats
rifaximin,drug,liver disease,disease,treats
ethacrynic acid,drug,liver disease,disease,treats
torasemide,drug,liver disease,disease,treats
fenipentol,drug,liver disease,disease,treats
imiglucerase,drug,liver disease,disease,treats
alglucerase,drug,liver disease,disease,treats
ethacrynate sodium,drug,liver disease,disease,treats
hydroxycarbamide,drug,polycythemia,disease,treats
ruxolitinib,drug,polycythemia,disease,treats
sertraline,drug,postpartum depression,disease,treats
(s)-duloxetine,drug,postpartum depression,disease,treats
oxytocin treatment for postpartum depression,drug,postpartum depression,disease,treats
mitochondrial replacement therapy,drug,mitochondrial disease,disease,treats
hyoscyamine,drug,hyperhidrosis,disease,treats
aluminum chlorohydrex propylene glycol,drug,hyperhidrosis,disease,treats
fluoxymesterone,drug,hypogonadism,disease,treats
bromocriptine,drug,hypogonadism,disease,treats
ethinylestradiol,drug,hypogonadism,disease,treats
norethisterone,drug,hypogonadism,disease,treats
methyltestosterone,drug,hypogonadism,disease,treats
17β-estradiol,drug,hypogonadism,disease,treats
testosterone,drug,hypogonadism,disease,treats
chlorotrianisene,drug,hypogonadism,disease,treats
estropipate,drug,hypogonadism,disease,treats
ethynodiol diacetate,drug,hypogonadism,disease,treats
dactinomycin,drug,neuroblastoma,disease,treats
isotretinoin,drug,neuroblastoma,disease,treats
(rs)-cyclophosphamide,drug,neuroblastoma,disease,treats
vincristine,drug,neuroblastoma,disease,treats
cisplatin,drug,neuroblastoma,disease,treats
dacarbazine,drug,neuroblastoma,disease,treats
etoposide,drug,neuroblastoma,disease,treats
melphalan,drug,neuroblastoma,disease,treats
targeted molecular therapy for neuroblastoma,drug,neuroblastoma,disease,treats
doxorubicin hydrochloride,drug,neuroblastoma,disease,treats
ciprofloxacin,drug,osteomyelitis,disease,treats
methicillin,drug,osteomyelitis,disease,treats
oxacillin,drug,osteomyelitis,disease,treats
cloxacillin,drug,osteomyelitis,disease,treats
nafcillin,drug,osteomyelitis,disease,treats
dicloxacillin,drug,osteomyelitis,disease,treats
acexamic acid,drug,osteomyelitis,disease,treats
erythromycin,drug,erythrasma,disease,treats
clopidogrel,drug,congenital heart disease,disease,treats
alprostadil,drug,congenital heart disease,disease,treats
hypericum oil,drug,skin abrasion,disease,treats
mesalazine,drug,proctitis,disease,treats
ceftriaxone,drug,proctitis,disease,treats
